Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
H.R. 5469,https://www.congress.gov/bill/100th-congress/house-bill/5469,100th Congress (1987-1988),A bill to amend the Clean Air Act.,"Swift, Al [Rep.-D-WA-2] (Introduced 10/05/1988)",10/5/1988,House - Energy and Commerce,Referred to Subcommittee on Health and the Environment.,11/15/1988,8,,,,,
H.R. 5466,https://www.congress.gov/bill/100th-congress/house-bill/5466,100th Congress (1987-1988),A bill to require the Environmental Protection Agency to conduct research on the management of infectious medical wastes.,"Roe, Robert A. [Rep.-D-NJ-8] (Introduced 10/05/1988)",10/5/1988,"House - Energy and Commerce, Science, Space and Technology","Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",11/1/1988,1,,,,,
H.R. 5450,https://www.congress.gov/bill/100th-congress/house-bill/5450,100th Congress (1987-1988),"A bill to prohibit the ocean dumping of sewage sludge, and for other purposes.","Schulze, Richard T. [Rep.-R-PA-5] (Introduced 10/04/1988)",10/4/1988,"House - Merchant Marine and Fisheries, Public Works and Transportation, Ways and Means",See S.2030.,10/19/1988,1,,,,,
H.R. 5442,https://www.congress.gov/bill/100th-congress/house-bill/5442,100th Congress (1987-1988),Asbestos Information Act of 1988,"Luken, Thomas A. [Rep.-D-OH-1] (Introduced 10/03/1988)",10/3/1988,House - Energy and Commerce,Became Public Law No: 100-577.,10/31/1988,1,,,,,
H.R. 5435,https://www.congress.gov/bill/100th-congress/house-bill/5435,100th Congress (1987-1988),"A bill to maximize protection of human health and the environment by requiring the submission to Congress of an annual report to assist the oversight and appropriation process, with the objective of providing an assessment which weighs the achieved or anticipated reduction in environmental risk through implementation of the Environmental Protection Agency's statutory authorities against the Agency's budgetary expenditures and the societal costs of reducing those risks.","Ritter, Don [Rep.-R-PA-15] (Introduced 09/30/1988)",9/30/1988,"House - Agriculture, Energy and Commerce, Interior and Insular Affairs, Merchant Marine and Fisheries, Public Works and Transportation",Referred to Subcommittee on Energy and the Environment.,11/3/1988,8,,,,,
H.R. 5434,https://www.congress.gov/bill/100th-congress/house-bill/5434,100th Congress (1987-1988),A bill to ensure that any solid waste exported from the United States to foreign countries is managed to protect human health and the environment.,"Porter, John Edward [Rep.-R-IL-10] (Introduced 09/30/1988)",9/30/1988,"House - Foreign Affairs, Energy and Commerce","Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",10/24/1988,5,,,,,
H.R. 5430,https://www.congress.gov/bill/100th-congress/house-bill/5430,100th Congress (1987-1988),"A bill to amend the Marine Protection, Research, and Sanctuaries Act of 1972 to establish special fees for the ocean dumping of sewage sludge and industrial waste, and for other purpose.","Hughes, William J. [Rep.-D-NJ-2] (Introduced 09/30/1988)",9/30/1988,"House - Merchant Marine and Fisheries, Public Works and Transportation",House Incorporated this Measure in S.2030 as an Amendment.,10/4/1988,41,,,,,
H.R. 5421,https://www.congress.gov/bill/100th-congress/house-bill/5421,100th Congress (1987-1988),"A bill to provide for development of a National Global Change Research Plan to coordinate oceanographic, atmospheric, terrestrial, and cryospheric research programs, and to establish the Council on Global Environmental Policy.","Jones, Walter B. [Rep.-D-NC-1] (Introduced 09/29/1988)",9/29/1988,"House - Interior and Insular Affairs, Merchant Marine and Fisheries, Science, Space and Technology",Referred to Subcommittee on Energy and the Environment.,11/3/1988,2,,,,,
H.R. 5400,https://www.congress.gov/bill/100th-congress/house-bill/5400,100th Congress (1987-1988),A bill to regulate the disposal of certain medical equipment and for other purposes.,"Murphy, Austin J. [Rep.-D-PA-22] (Introduced 09/27/1988)",9/27/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",10/24/1988,3,,,,,
H.R. 5373,https://www.congress.gov/bill/100th-congress/house-bill/5373,100th Congress (1987-1988),A bill to authorize a national program to reduce the threat to human health posed by exposure to contaminants in the air indoors.,"Kennedy, Joseph P., II [Rep.-D-MA-8] (Introduced 09/23/1988)",9/23/1988,"House - Energy and Commerce, Science, Space and Technology",Referred to Subcommittee on Health and the Environment.,10/3/1988,15,,,,,
H.R. 5324,https://www.congress.gov/bill/100th-congress/house-bill/5324,100th Congress (1987-1988),"A bill to amend the Marine Protection, Research, and Sanctuaries Act of 1972 to authorize seizures and forfeitures of vessels used to violate title I of such Act.","Gejdenson, Sam [Rep.-D-CT-2] (Introduced 09/16/1988)",9/16/1988,House - Merchant Marine and Fisheries,Referred to Subcommittee on Oceanography.,9/30/1988,17,,,,,
H.R. 5311,https://www.congress.gov/bill/100th-congress/house-bill/5311,100th Congress (1987-1988),A bill to amend the Toxic Substances Control Act to strengthen the requirements relating to asbestos in schools and to expand coverage of such requirements to include public and commercial buildings.,"Florio, James J. [Rep.-D-NJ-1] (Introduced 09/15/1988)",9/15/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",9/26/1988,12,,,,,
H.R. 5302,https://www.congress.gov/bill/100th-congress/house-bill/5302,100th Congress (1987-1988),A bill to establish a pilot program for the tracking of medical wastes in the States bordering the Great Lakes.,"Hertel, Dennis M. [Rep.-D-MI-14] (Introduced 09/14/1988)",9/14/1988,"House - Energy and Commerce, Merchant Marine and Fisheries, Public Works and Transportation",Referred to Subcommittee on Oceanography.,9/27/1988,1,,,,,
H.R. 5269,https://www.congress.gov/bill/100th-congress/house-bill/5269,100th Congress (1987-1988),"A bill to provide Federal assistance for planning and construction of wastewater treatment works which are necessary for providing secondary treatment for the city of San Diego, California.","Bates, Jim [Rep.-D-CA-44] (Introduced 09/09/1988)",9/9/1988,House - Public Works and Transportation,Referred to Subcommittee on Water Resources.,9/22/1988,2,,,,,
H.R. 5249,https://www.congress.gov/bill/100th-congress/house-bill/5249,100th Congress (1987-1988),"A bill to protect the Great Lakes from the disposal of medical waste, and for other purposes.","Davis, Robert W. [Rep.-R-MI-11] (Introduced 09/07/1988)",9/7/1988,"House - Energy and Commerce, Merchant Marine and Fisheries, Public Works and Transportation, Science, Space and Technology",See S.2030.,10/19/1988,4,,,,,
H.R. 5231,https://www.congress.gov/bill/100th-congress/house-bill/5231,100th Congress (1987-1988),"A bill to amend the Marine Protection, Research, and Control Act of 1972 to strengthen prohibitions on dumping into ocean waters, to provide for recovery of damages associated with dumping which affects ocean waters, and for other purposes.","Studds, Gerry E. [Rep.-D-MA-10] (Introduced 08/11/1988)",8/11/1988,House - Merchant Marine and Fisheries,See S.2030.,11/18/1988,6,,,,,
H.R. 5223,https://www.congress.gov/bill/100th-congress/house-bill/5223,100th Congress (1987-1988),A bill to amend the Solid Waste Disposal Act to provide for the control of medical waste in order to protect human health and the environment.,"Morrison, Bruce A. [Rep.-D-CT-3] (Introduced 08/11/1988)",8/11/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",8/23/1988,3,,,,,
H.R. 5211,https://www.congress.gov/bill/100th-congress/house-bill/5211,100th Congress (1987-1988),"A bill to amend the Clean Air Act to provide further controls of certain stationary sources of sulfur dioxides and nitrogen oxides to reduce acid deposition, to provide for the commercialization of clean coal technologies for existing stationary sources, and for other purposes.","Cooper, Jim [Rep.-D-TN-4] (Introduced 08/11/1988)",8/11/1988,House - Energy and Commerce,Referred to Subcommittee on Health and the Environment.,9/9/1988,0,,,,,
H.R. 5193,https://www.congress.gov/bill/100th-congress/house-bill/5193,100th Congress (1987-1988),A bill to require the Administrator of the Environmental Protection Agency to issue rules requiring that certain plastic articles be made of naturally degradable material.,"Lancaster, H. Martin [Rep.-D-NC-3] (Introduced 08/10/1988)",8/10/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",8/23/1988,37,,,,,
H.R. 5179,https://www.congress.gov/bill/100th-congress/house-bill/5179,100th Congress (1987-1988),A bill to amend the Toxic Substances Control Act to require persons proposing to manufacture or process certain chemical substances to develop methods for neutralizing or destroying such substances before manufacturing or processing them.,"Eckart, Dennis E. [Rep.-D-OH-11] (Introduced 08/08/1988)",8/8/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",8/23/1988,0,,,,,
H.R. 5156,https://www.congress.gov/bill/100th-congress/house-bill/5156,100th Congress (1987-1988),"A bill to direct the Administrator of the Environmental Protection Agency to establish a demonstration program for installation of sewer and water supply facilities for certain colonias in the State of Texas and to establish a revolving loan fund to enable residents of such colonias to connect their residences to such facilities, and for other purposes.","Coleman, Ronald D. [Rep.-D-TX-16] (Introduced 08/04/1988)",8/4/1988,House - Public Works and Transportation,Referred to Subcommittee on Water Resources.,8/15/1988,11,,,,,
H.R. 5134,https://www.congress.gov/bill/100th-congress/house-bill/5134,100th Congress (1987-1988),A bill to require the Secretary of Energy to place certain signs regarding environmental information reciprocity at the Canadian-United States border.,"Rahall, Nick J., II [Rep.-D-WV-4] (Introduced 08/02/1988)",8/2/1988,House - Energy and Commerce,Referred to Subcommittee on Energy and Power.,8/23/1988,0,,,,,
H.R. 5129,https://www.congress.gov/bill/100th-congress/house-bill/5129,100th Congress (1987-1988),"A bill to eliminate unnecessary and redundant data requirements requested by states or the federal government under the ""Registration of Pesticides -- Additional Data to Support Existing Registration"" (7 U.S.C. 136a(c)(2)(B)) -- section of our pesticide laws.","Gunderson, Steve [Rep.-R-WI-3] (Introduced 08/02/1988)",8/2/1988,House - Agriculture,"Referred to Subcommittee on Department Operations, Research, and Foreign Agriculture.",8/8/1988,3,,,,,
H.R. 5127,https://www.congress.gov/bill/100th-congress/house-bill/5127,100th Congress (1987-1988),A bill to direct the Administration of the Environmental Protection Agency to make grants to an interstate agency established by Connecticut and New York for the purpose of implementing the comprehensive conservation and management plan for the Long Island Sound.,"DioGuardi, Joseph J. [Rep.-R-NY-20] (Introduced 08/02/1988)",8/2/1988,"House - Merchant Marine and Fisheries, Public Works and Transportation",Referred to Subcommittee on Water Resources.,8/15/1988,1,,,,,
H.R. 5126,https://www.congress.gov/bill/100th-congress/house-bill/5126,100th Congress (1987-1988),A bill to direct the Administrator of the Environmental Protection Agency to make grants to the State of Washington Puget Sound Water Quality Authority to implement the Puget Sound Water Quality Management Plan.,"Dicks, Norman D. [Rep.-D-WA-6] (Introduced 08/02/1988)",8/2/1988,House - Public Works and Transportation,Referred to Subcommittee on Water Resources.,8/15/1988,7,,,,,
H.R. 5119,https://www.congress.gov/bill/100th-congress/house-bill/5119,100th Congress (1987-1988),A bill to amend the Solid Waste Disposal Act to provide for the control of medical waste in order to protect human health and the environment.,"Florio, James J. [Rep.-D-NJ-1] (Introduced 08/01/1988)",8/1/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",8/8/1988,37,,,,,
H.R. 5117,https://www.congress.gov/bill/100th-congress/house-bill/5117,100th Congress (1987-1988),A bill to require that plastic ring carrier devices be degradable.,"Studds, Gerry E. [Rep.-D-MA-10] (Introduced 07/28/1988)",7/28/1988,"House - Merchant Marine and Fisheries, Energy and Commerce",House Incorporated this Measure in S.1986 as an Amendment.,10/4/1988,5,,,,,
H.R. 5116,https://www.congress.gov/bill/100th-congress/house-bill/5116,100th Congress (1987-1988),"A bill to require the Administrator of the Environmental Protection Agency to promptly commence remedial action at the Paoli Railyard Superfund Site in Paoli, Pennsylvania.","Schulze, Richard T. [Rep.-R-PA-5] (Introduced 07/28/1988)",7/28/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",8/8/1988,0,,,,,
H.R. 5081,https://www.congress.gov/bill/100th-congress/house-bill/5081,100th Congress (1987-1988),A bill to amend the Federal Water Pollution Control Act relating to ocean discharge criteria.,"Saxton, Jim [Rep.-R-NJ-13] (Introduced 07/14/1988)",7/14/1988,"House - Merchant Marine and Fisheries, Public Works and Transportation",See S.2030.,11/18/1988,30,,,,,
H.R. 5074,https://www.congress.gov/bill/100th-congress/house-bill/5074,100th Congress (1987-1988),"A bill to amend the Federal Water Pollution Control Act to require funding for the Interstate Sanitation Commission established by New York, New Jersey, and Connecticut.","Molinari, Guy [Rep.-R-NY-14] (Introduced 07/14/1988)",7/14/1988,House - Public Works and Transportation,Referred to Subcommittee on Water Resources.,7/28/1988,0,,,,,
H.R. 5032,https://www.congress.gov/bill/100th-congress/house-bill/5032,100th Congress (1987-1988),"A bill to amend the Clean Air Act to better control sources of acid deposition, to assist States with the costs of controlling such sources, and for other purposes.","Boehlert, Sherwood [Rep.-R-NY-25] (Introduced 07/13/1988)",7/13/1988,"House - Energy and Commerce, Science, Space and Technology",Referred to Subcommittee on Health and the Environment.,7/29/1988,24,,,,,
H.R. 5018,https://www.congress.gov/bill/100th-congress/house-bill/5018,100th Congress (1987-1988),A bill to amend the Solid Waste Disposal Act to prohibit the export of certain solid waste.,"Conyers, John, Jr. [Rep.-D-MI-1] (Introduced 07/12/1988)",7/12/1988,"House - Foreign Affairs, Energy and Commerce","Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",8/8/1988,31,,,,,
H.R. 5003,https://www.congress.gov/bill/100th-congress/house-bill/5003,100th Congress (1987-1988),"A bill to establish an Outdoor America Conservation Fund, and for other purposes.","Studds, Gerry E. [Rep.-D-MA-10] (Introduced 07/07/1988)",7/7/1988,"House - Interior and Insular Affairs, Merchant Marine and Fisheries",Referred to Subcommittee on National Parks and Public Lands.,7/29/1988,14,,,,,
H.R. 5000,https://www.congress.gov/bill/100th-congress/house-bill/5000,100th Congress (1987-1988),"A bill to encourage scientific research and development of technologies relating to recycling, and for other purposes.","Hochbrueckner, George J. [Rep.-D-NY-1] (Introduced 07/07/1988)",7/7/1988,"House - Agriculture, Armed Services, Energy and Commerce, Science, Space and Technology",Subcommittee Hearings Held.,8/10/1988,61,,,,,
H.R. 4974,https://www.congress.gov/bill/100th-congress/house-bill/4974,100th Congress (1987-1988),A bill to amend the Federal Water Pollution Control Act to establish a grant program for operation and maintenance of certain treatment works.,"Mavroules, Nicholas [Rep.-D-MA-6] (Introduced 06/30/1988)",6/30/1988,House - Public Works and Transportation,Referred to Subcommittee on Water Resources.,7/14/1988,2,,,,,
H.R. 4939,https://www.congress.gov/bill/100th-congress/house-bill/4939,100th Congress (1987-1988),Lead Contamination Control Act of 1988,"Sikorski, Gerry E. [Rep.-D-MN-6] (Introduced 06/29/1988)",6/29/1988,House - Energy and Commerce | Senate - Environment and Public Works,Became Public Law No: 100-572.,10/31/1988,1,,,,,
H.R. 4902,https://www.congress.gov/bill/100th-congress/house-bill/4902,100th Congress (1987-1988),"A bill entitled ""Municipal Incinerator Act of 1988"".","Florio, James J. [Rep.-D-NJ-1] (Introduced 06/23/1988)",6/23/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",7/12/1988,53,,,,,
H.R. 4883,https://www.congress.gov/bill/100th-congress/house-bill/4883,100th Congress (1987-1988),Massachusetts Bay Protection Act of 1988,"Studds, Gerry E. [Rep.-D-MA-10] (Introduced 06/21/1988)",6/21/1988,"House - Merchant Marine and Fisheries, Public Works and Transportation",See H.R.4030.,11/14/1988,7,,,,,
H.R. 4864,https://www.congress.gov/bill/100th-congress/house-bill/4864,100th Congress (1987-1988),"A bill to amend the Marine Protection, Research, and Sanctuaries Act of 1972 to immediately cease the dumping of sewage sludge and industrial wastes in the ocean waters of the United States.","Schneider, Claudine [Rep.-R-RI-2] (Introduced 06/20/1988)",6/20/1988,House - Merchant Marine and Fisheries,Referred to Subcommittee on Oceanography.,6/28/1988,0,,,,,
H.R. 4801,https://www.congress.gov/bill/100th-congress/house-bill/4801,100th Congress (1987-1988),A bill to amend the Clean Air Act to provide for the testing of motor vehicles at high altitudes.,"Brown, Hank [Rep.-R-CO-4] (Introduced 06/14/1988)",6/14/1988,House - Energy and Commerce,Referred to Subcommittee on Health and the Environment.,7/12/1988,1,,,,,
H.R. 4792,https://www.congress.gov/bill/100th-congress/house-bill/4792,100th Congress (1987-1988),A bill to provide that ocean dumping of dredged material from San Francisco Bay take place at a site which is beyond the edge of the Continental Shelf.,"Lantos, Tom [Rep.-D-CA-11] (Introduced 06/10/1988)",6/10/1988,"House - Merchant Marine and Fisheries, Public Works and Transportation",Referred to Subcommittee on Water Resources.,6/23/1988,5,,,,,
H.R. 4517,https://www.congress.gov/bill/100th-congress/house-bill/4517,100th Congress (1987-1988),Outer Continental Shelf Operations Indemnification Clarification Act of 1988,"Jones, Walter B. [Rep.-D-NC-1] (Introduced 05/03/1988)",5/3/1988,House - Merchant Marine and Fisheries,Became Public Law No: 100-610.,11/5/1988,0,,,,,
H.R. 4495,https://www.congress.gov/bill/100th-congress/house-bill/4495,100th Congress (1987-1988),A bill to amend the provisions of the Toxic Substances Control Act relating to asbestos in the Nation's schools to extend the deadline for submission of asbestos management plans and to provide financial assistance to States to carry out certain asbestos activities.,"Bereuter, Doug [Rep.-R-NE-1] (Introduced 04/29/1988)",4/29/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",5/9/1988,10,,,,,
H.R. 4468,https://www.congress.gov/bill/100th-congress/house-bill/4468,100th Congress (1987-1988),"A bill to improve the collection, analysis, and dissemination of information that will promote the recycling of municipal solid waste.","Weldon, Curt [Rep.-R-PA-7] (Introduced 04/26/1988)",4/26/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",5/9/1988,47,,,,,
H.R. 4454,https://www.congress.gov/bill/100th-congress/house-bill/4454,100th Congress (1987-1988),"A bill to establish programs to promote recycling, and for other purposes.","Courter, Jim [Rep.-R-NJ-12] (Introduced 04/26/1988)",4/26/1988,"House - Education and Labor, Energy and Commerce, Merchant Marine and Fisheries, Science, Space and Technology",Referred to Subcommittee on Postsecondary Education.,5/25/1988,14,,,,,
H.R. 4404,https://www.congress.gov/bill/100th-congress/house-bill/4404,100th Congress (1987-1988),A bill to amend the Federal Water Pollution Control Act to exempt sources of discharges into certain publicly owned treatment works from compliance with pretreatment requirements for pollutants that are adequately removed by such publicly owned treatment works.,"Chapman, Jim [Rep.-D-TX-1] (Introduced 04/19/1988)",4/19/1988,House - Public Works and Transportation,Referred to Subcommittee on Water Resources.,5/2/1988,5,,,,,
H.R. 4394,https://www.congress.gov/bill/100th-congress/house-bill/4394,100th Congress (1987-1988),"A bill to amend the Toxic Substances Control Act, and for other purposes.","Schulze, Richard T. [Rep.-R-PA-5] (Introduced 04/14/1988)",4/14/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",5/3/1988,2,,,,,
H.R. 4384,https://www.congress.gov/bill/100th-congress/house-bill/4384,100th Congress (1987-1988),"A bill to provide for the cleanup of dangerous chemicals at illegal drug laboratories, and for other purposes.","Wyden, Ron [Rep.-D-OR-3] (Introduced 04/13/1988)",4/13/1988,"House - Energy and Commerce, Judiciary",Referred to Subcommittee on Crime.,5/17/1988,7,,,,,
H.R. 4364,https://www.congress.gov/bill/100th-congress/house-bill/4364,100th Congress (1987-1988),"A bill to amend the Toxic Substances Control Act to require the Administrator of the Environmental Protection Agency to establish guidelines on priorities for local educational agencies to clean up asbestos in schools, to extend the deadlines for local educational agencies to comply with certain asbestos requirements, and to amend the Asbestos School Hazard Abatement Act of 1984 to authorize additional loans for such agencies to inspect for asbestos in schools and develop asbestos management plans.","Staggers, Harley O., Jr. [Rep.-D-WV-2] (Introduced 04/13/1988)",4/13/1988,"House - Education and Labor, Energy and Commerce","Referred to Subcommittee on Elementary, Secondary and Vocational Education.",10/20/1988,24,,,,,
H.R. 4357,https://www.congress.gov/bill/100th-congress/house-bill/4357,100th Congress (1987-1988),A bill to amend subtitle D of the Solid Waste Disposal Act to regulate municipal solid waste incinerators and municipal solid waste incinerator ash.,"Luken, Thomas A. [Rep.-D-OH-1] (Introduced 04/11/1988)",4/11/1988,House - Energy and Commerce,Forwarded by Subcommittee to Full Committee (Amended).,8/9/1988,6,,,,,
H.R. 4338,https://www.congress.gov/bill/100th-congress/house-bill/4338,100th Congress (1987-1988),"A bill to amend the Marine Protection, Research, and Sanctuaries Act of 1972 to impose special fees on the ocean disposal of sewage sludge, and for other purposes.","Hughes, William J. [Rep.-D-NJ-2] (Introduced 03/31/1988)",3/31/1988,"House - Merchant Marine and Fisheries, Rules, Public Works and Transportation",For Further Action See H.R.5430.,10/3/1988,37,,,,,
H.R. 4335,https://www.congress.gov/bill/100th-congress/house-bill/4335,100th Congress (1987-1988),"A bill to establish a national policy for the conservation of biological diversity; to support environmental research and training necessary for conservation and sustainable use of biotic natural resources; to establish mechanisms for carrying out the national policy and for coordinating related activities; and to facilitate the collection, synthesis, and dissemination of information necessary for these purposes.","Scheuer, James H. [Rep.-D-NY-8] (Introduced 03/31/1988)",3/31/1988,"House - Merchant Marine and Fisheries, Science, Space and Technology",Executive Comment Received From DOD.,9/7/1988,90,,,,,
H.R. 4331,https://www.congress.gov/bill/100th-congress/house-bill/4331,100th Congress (1987-1988),"A bill to amend the Clean Air Act to provide further controls of certain stationary sources of sulfur dioxides and nitrogen oxides to reduce acid deposition, to provide for the commercialization of clean coal technologies for existing stationary sources, and for other purposes.","Cooper, Jim [Rep.-D-TN-4] (Introduced 03/31/1988)",3/31/1988,"House - Energy and Commerce, Science, Space and Technology",Referred to Subcommittee on Health and the Environment.,5/9/1988,0,,,,,
H.R. 4290,https://www.congress.gov/bill/100th-congress/house-bill/4290,100th Congress (1987-1988),"A bill to amend the Solid Waste Disposal Act to establish waste reduction, reuse and recycling as the primary method of solid waste management at both the Federal and State level.","Dreier, David [Rep.-R-CA-33] (Introduced 03/30/1988)",3/30/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",4/12/1988,1,,,,,
H.R. 4255,https://www.congress.gov/bill/100th-congress/house-bill/4255,100th Congress (1987-1988),A bill to amend the Solid Waste Disposal Act to provide for the safe management of municipal incinerator ash.,"Johnson, Nancy L. [Rep.-R-CT-6] (Introduced 03/24/1988)",3/24/1988,House - Energy and Commerce,Subcommittee Hearings Held.,4/13/1988,3,,,,,
H.R. 4231,https://www.congress.gov/bill/100th-congress/house-bill/4231,100th Congress (1987-1988),"A bill to amend the Marine Protection, Research, and Sanctuaries Act of 1972 to protect the marine environment through the establishment of regional marine research centers.","Brennan, Joseph E. [Rep.-D-ME-1] (Introduced 03/23/1988)",3/23/1988,"House - Merchant Marine and Fisheries, Science, Space and Technology",Forwarded by Subcommittee to Full Committee (Amended).,9/7/1988,35,,,,,
H.R. 4215,https://www.congress.gov/bill/100th-congress/house-bill/4215,100th Congress (1987-1988),A bill to amend the provisions of the Toxic Substances Control Act relating to asbestos in the Nation's schools by extending the deadlines for local educational agencies to submit asbestos management plans to State Governors and to begin implementation of those plans.,"Anthony, Beryl, Jr. [Rep.-D-AR-4] (Introduced 03/22/1988)",3/22/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",4/6/1988,0,,,,,
H.R. 4211,https://www.congress.gov/bill/100th-congress/house-bill/4211,100th Congress (1987-1988),"A bill to reauthorize the National Ocean Pollution Planning Act of 1978 for fiscal years 1989 and 1990, and for other purposes.","Lowry, Mike [Rep.-D-WA-7] (Introduced 03/21/1988)",3/21/1988,"House - Merchant Marine and Fisheries, Science, Space and Technology",Became Public Law No: 100-636.,11/8/1988,6,,,,,
H.R. 4210,https://www.congress.gov/bill/100th-congress/house-bill/4210,100th Congress (1987-1988),"A bill to reauthorize title II of the Marine Protection, Research, and Sanctuaries Act of 1972, for fiscal years 1989 and 1990, and for other purposes.","Lowry, Mike [Rep.-D-WA-7] (Introduced 03/21/1988)",3/21/1988,"House - Merchant Marine and Fisheries, Science, Space and Technology",Became Public Law No: 100-627.,11/7/1988,6,,,,,
H.R. 4209,https://www.congress.gov/bill/100th-congress/house-bill/4209,100th Congress (1987-1988),"A bill to authorize appropriations to carry out title I of the Marine Protection, Research, and Sanctuaries Act of 1972 during fiscal years 1989, 1990, and 1991.","Lowry, Mike [Rep.-D-WA-7] (Introduced 03/21/1988)",3/21/1988,House - Merchant Marine and Fisheries | Senate - Environment and Public Works,Became Public Law No: 100-536.,10/28/1988,5,,,,,
H.R. 4208,https://www.congress.gov/bill/100th-congress/house-bill/4208,100th Congress (1987-1988),National Marine Sanctuaries Program Authorization Act of 1988,"Lowry, Mike [Rep.-D-WA-7] (Introduced 03/21/1988)",3/21/1988,"House - Merchant Marine and Fisheries, Interior and Insular Affairs | Senate - Commerce, Science, and Transportation",See H.R.4210.,11/7/1988,21,,,,,
H.R. 4193,https://www.congress.gov/bill/100th-congress/house-bill/4193,100th Congress (1987-1988),"A bill to create a Federal facility nuclear cleanup trust fund, to require the Secretary of Energy and the Administrator of the Environmental Protection Agency to enter into compliance agreements for environmental cleanup of Federal nuclear facilities, to create a special environmental counsel, to provide for research and development for Federal nuclear facilities, and for other purposes.","Bonker, Don [Rep.-D-WA-3] (Introduced 03/17/1988)",3/17/1988,"House - Armed Services, Energy and Commerce, Interior and Insular Affairs, Judiciary, Public Works and Transportation, Science, Space and Technology",Referred to Subcommittee on Administrative Law and Governmental Relations.,5/17/1988,10,,,,,
H.R. 4120,https://www.congress.gov/bill/100th-congress/house-bill/4120,100th Congress (1987-1988),"A bill to amend the Federal Water Pollution Control Act to include Charleston Harbor, South Carolina, in the National estuary program.","Ravenel, Arthur, Jr. [Rep.-R-SC-1] (Introduced 03/09/1988)",3/9/1988,House - Public Works and Transportation,Referred to Subcommittee on Water Resources.,3/21/1988,0,,,,,
H.R. 4098,https://www.congress.gov/bill/100th-congress/house-bill/4098,100th Congress (1987-1988),A bill to amend the provisions of the Solid Waste Disposal Act regarding the regulation of storage tanks containing hazardous substances.,"Walgren, Doug [Rep.-D-PA-18] (Introduced 03/03/1988)",3/3/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",3/16/1988,7,,,,,
H.R. 4090,https://www.congress.gov/bill/100th-congress/house-bill/4090,100th Congress (1987-1988),"A bill to amend the Solid Waste Disposal Act to modify the requirements respecting liability insurance for underground storage tanks, and for other purposes.","Ray, Richard B. [Rep.-D-GA-3] (Introduced 03/03/1988)",3/3/1988,House - Energy and Commerce,"Referred to Subcommittee on Transportation, Tourism, and Hazardous Materials.",3/16/1988,25,,,,,
H.R. 4075,https://www.congress.gov/bill/100th-congress/house-bill/4075,100th Congress (1987-1988),"A bill to impose special fees on the ocean disposal of municipal sludge, to prohibit disposal of municipal sludge into the ocean after December 31, 1991, and for other purposes.","Hughes, William J. [Rep.-D-NJ-2] (Introduced 03/03/1988)",3/3/1988,House - Merchant Marine and Fisheries,Referred to Subcommittee on Oceanography.,3/14/1988,16,,,,,
H.R. 3995,https://www.congress.gov/bill/100th-congress/house-bill/3995,100th Congress (1987-1988),A bill to amend the Clean Air Act to provide additional measures for areas which have failed to meet the national primary ambient air quality standards.,"Dannemeyer, William E. [Rep.-R-CA-39] (Introduced 02/24/1988)",2/24/1988,House - Energy and Commerce,Referred to Subcommittee on Health and the Environment.,3/16/1988,0,,,,,
H.R. 3938,https://www.congress.gov/bill/100th-congress/house-bill/3938,100th Congress (1987-1988),A bill relating to the ocean dumping of municipal sludge.,"Schneider, Claudine [Rep.-R-RI-2] (Introduced 02/09/1988)",2/9/1988,House - Merchant Marine and Fisheries,Referred to Subcommittee on Oceanography.,2/16/1988,40,,,,,
