Legislation Number,URL,Congress,Title,Sponsor,Date of Introduction,Committees,Latest Action,Latest Action Date,Number of Cosponsors,Amends Bill,Date Offered,Date Submitted,Date Proposed,Amends Amendment
S. 1528,https://www.congress.gov/bill/106th-congress/senate-bill/1528,106th Congress (1999-2000),"A bill to amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 to clarify liability under that Act for certain recycling transactions.","Lott, Trent [Sen.-R-MS] (Introduced 08/05/1999)",8/5/1999,Senate - Environment and Public Works,Sponsor introductory remarks on measure. (CR S13086-13086),10/25/1999,68,,,,,
S. 1521,https://www.congress.gov/bill/106th-congress/senate-bill/1521,106th Congress (1999-2000),"A bill to require the Secretary of Transportation, through the Congestion Mitigation and Air Quality Program, to make a grant to a nonprofit private entity for the purpose of developing a design for a proposed pilot program relating to the use of telecommuting as a means of reducing emissions of air pollutants that are precursors to ground level ozone.","Santorum, Rick [Sen.-R-PA] (Introduced 08/05/1999)",8/5/1999,"Senate - Commerce, Science, and Transportation",Read twice and referred to the Committee on Commerce.,8/5/1999,0,,,,,
S. 1470,https://www.congress.gov/bill/106th-congress/senate-bill/1470,106th Congress (1999-2000),"A bill to amend the Clean Air Act to ensure that adequate actions are taken to detect, prevent, and minimize the consequences of accidental releases that result from criminal activity that may cause substantial harm to public health, safety, and the environment.","Lautenberg, Frank R. [Sen.-D-NJ] (Introduced 07/30/1999)",7/30/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/30/1999,0,,,,,
S. 1356,https://www.congress.gov/bill/106th-congress/senate-bill/1356,106th Congress (1999-2000),"A bill to amend the Marine Protection, Research, and Sanctuaries Act of 1972 to clarify the limitation on the dumping of dredged material in Long Island Sound.","Moynihan, Daniel Patrick [Sen.-D-NY] (Introduced 07/13/1999)",7/13/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/13/1999,1,,,,,
S. 1311,https://www.congress.gov/bill/106th-congress/senate-bill/1311,106th Congress (1999-2000),"A bill to direct the Administrator of the Environmental Protection Agency to establish an eleventh region of the Environmental Protection Agency, comprised solely of the State of Alaska.","Murkowski, Frank H. [Sen.-R-AK] (Introduced 06/30/1999)",6/30/1999,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 106-952.,6/6/2000,1,,,,,
S. 1287,https://www.congress.gov/bill/106th-congress/senate-bill/1287,106th Congress (1999-2000),Nuclear Waste Policy Amendments Act of 2000,"Murkowski, Frank H. [Sen.-R-AK] (Introduced 06/24/1999)",6/24/1999,Senate - Energy and Natural Resources,"Motion by Senator Lott to reconsider the vote by which the bill, on reconsideration,  failed of passage over veto of the President entered in Senate.",5/2/2000,0,,,,,
S. 1149,https://www.congress.gov/bill/106th-congress/senate-bill/1149,106th Congress (1999-2000),"A bill to amend the Safe Drinking Water Act to increase consumer confidence in safe drinking water and source water assessments, and for other purposes.","Lautenberg, Frank R. [Sen.-D-NJ] (Introduced 05/27/1999)",5/27/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/27/1999,0,,,,,
S. 1112,https://www.congress.gov/bill/106th-congress/senate-bill/1112,106th Congress (1999-2000),"A bill to protect children and other vulnerable subpopulations from exposure to environmental pollutants, to protect children from exposure to pesticides in schools, and to provide parents with information concerning toxic chemicals that pose risks to children, and for other purposes.","Boxer, Barbara [Sen.-D-CA] (Introduced 05/24/1999)",5/24/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/24/1999,1,,,,,
S. 1105,https://www.congress.gov/bill/106th-congress/senate-bill/1105,106th Congress (1999-2000),"A bill to assist local governments and States in assessing and remediating brownfield sites, increase fairness and reduce litigation, and for other purposes.","Baucus, Max [Sen.-D-MT] (Introduced 05/24/1999)",5/24/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/24/1999,3,,,,,
S. 1090,https://www.congress.gov/bill/106th-congress/senate-bill/1090,106th Congress (1999-2000),"A bill to reauthorize and amend the Comprehensive Environmental Response, Liability, and Compensation Act of 1980.","Chafee, John H. [Sen.-R-RI] (Introduced 05/20/1999)",5/20/1999,Senate - Environment and Public Works,Committee on Environment and Public Works. Committee consideration and Mark Up Session held.,8/4/1999,2,,,,,
S. 1053,https://www.congress.gov/bill/106th-congress/senate-bill/1053,106th Congress (1999-2000),"A bill to amend the Clean Air Act to incorporate certain provisions of the transportation conformity regulations, as in effect on March 1, 1999.","Bond, Christopher S. [Sen.-R-MO] (Introduced 05/14/1999)",5/14/1999,Senate - Environment and Public Works,Placed on Senate Legislative Calendar under General Orders. Calendar No. 430.,2/2/2000,22,,,,,
S. 1037,https://www.congress.gov/bill/106th-congress/senate-bill/1037,106th Congress (1999-2000),"A bill to amend the Toxic Substances Control Act to provide for a gradual reduction in the use of methyl tertiary butyl ether, and for other purposes.","Boxer, Barbara [Sen.-D-CA] (Introduced 05/13/1999)",5/13/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,5/13/1999,2,,,,,
S. 914,https://www.congress.gov/bill/106th-congress/senate-bill/914,106th Congress (1999-2000),"A bill to amend the Federal Water Pollution Control Act to require that discharges from combined storm and sanitary sewers conform to the Combined Sewer Overflow Control Policy of the Environmental Protection Agency, and for other purposes.","Smith, Bob [Sen.-R-NH] (Introduced 04/29/1999)",4/29/1999,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 106-618.,10/7/1999,16,,,,,
S. 880,https://www.congress.gov/bill/106th-congress/senate-bill/880,106th Congress (1999-2000),"Chemical Safety Information, Site Security and Fuels Regulatory Relief Act","Inhofe, James M. [Sen.-R-OK] (Introduced 04/26/1999)",4/26/1999,Senate - Environment and Public Works,Became Public Law No: 106-40.,8/5/1999,18,,,,,
S. 878,https://www.congress.gov/bill/106th-congress/senate-bill/878,106th Congress (1999-2000),"A bill to amend the Federal Water Pollution Control Act to permit grants for the national estuary program to be used for the development and implementation of a comprehensive conservation and management plan, to reauthorize appropriations to carry out the program, and for other purposes.","Torricelli, Robert G. [Sen.-D-NJ] (Introduced 04/26/1999)",4/26/1999,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 106-284.,7/22/1999,12,,,,,
S. 872,https://www.congress.gov/bill/106th-congress/senate-bill/872,106th Congress (1999-2000),"A bill to impose certain limits on the receipt of out-of-State municipal solid waste, to authorize State and local controls over the flow of municipal solid waste, and for other purposes.","Voinovich, George V. [Sen.-R-OH] (Introduced 04/22/1999)",4/22/1999,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 106-357.,6/17/1999,9,,,,,
S. 859,https://www.congress.gov/bill/106th-congress/senate-bill/859,106th Congress (1999-2000),"A bill to amend the Solid Waste Disposal Act to require a refund value for certain beverage containers, to provide resources for State pollution prevention and recycling programs, and for other purposes.","Jeffords, James M. [Sen.-R-VT] (Introduced 04/22/1999)",4/22/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/22/1999,1,,,,,
S. 857,https://www.congress.gov/bill/106th-congress/senate-bill/857,106th Congress (1999-2000),A bill to amend the Emergency Planning and Community Right-To-Know Act of 1986 to cover Federal facilities.,"Coverdell, Paul [Sen.-R-GA] (Introduced 04/22/1999)",4/22/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/22/1999,0,,,,,
S. 775,https://www.congress.gov/bill/106th-congress/senate-bill/775,106th Congress (1999-2000),"A bill to require the Administrator of the Environmental Protection Agency to conduct a feasibility study for applying airport bubbles as a method of identifying, assessing, and reducing the adverse environmental impacts of airport ground and flight operations and improving the overall quality of the environment, and for other purposes.","Torricelli, Robert G. [Sen.-D-NJ] (Introduced 04/13/1999)",4/13/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,4/13/1999,1,,,,,
S. 724,https://www.congress.gov/bill/106th-congress/senate-bill/724,106th Congress (1999-2000),"A bill to amend the Safe Drinking Water Act to clarify that underground injection does not include certain activities, and for other purposes.","Inhofe, James M. [Sen.-R-OK] (Introduced 03/25/1999)",3/25/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/25/1999,1,,,,,
S. 673,https://www.congress.gov/bill/106th-congress/senate-bill/673,106th Congress (1999-2000),"A bill to amend the Clean Air Act to establish requirements concerning the operation of fossil fuel-fired electric utility steam generating units, commercial and industrial boiler units, solid waste incineration units, medical waste incinerators, hazardous waste combustors, chlor-alkali plants, and Portland cement plants to reduce emissions of mercury to the environment, and for other purposes.","Leahy, Patrick J. [Sen.-D-VT] (Introduced 03/19/1999)",3/19/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/19/1999,1,,,,,
S. 669,https://www.congress.gov/bill/106th-congress/senate-bill/669,106th Congress (1999-2000),A bill to amend the Federal Water Pollution Control Act to ensure compliance by Federal facilities with pollution control requirements.,"Coverdell, Paul [Sen.-R-GA] (Introduced 03/19/1999)",3/19/1999,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 106-590.,10/13/1999,6,,,,,
S. 663,https://www.congress.gov/bill/106th-congress/senate-bill/663,106th Congress (1999-2000),"A bill to impose certain limitations on the receipt of out-of-State municipal solid waste, to authorize State and local controls over the flow of municipal solid waste, and for other purposes.","Specter, Arlen [Sen.-R-PA] (Introduced 03/18/1999)",3/18/1999,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 106-357.,6/17/1999,4,,,,,
S. 645,https://www.congress.gov/bill/106th-congress/senate-bill/645,106th Congress (1999-2000),A bill to amend the Clean Air Act to waive the oxygen content requirement for reformulated gasoline that results in no greater emissions of air pollutants than reformulated gasoline meeting the oxygen content requirement.,"Feinstein, Dianne [Sen.-D-CA] (Introduced 03/17/1999)",3/17/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/17/1999,1,,,,,
S. 608,https://www.congress.gov/bill/106th-congress/senate-bill/608,106th Congress (1999-2000),A bill to amend the Nuclear Waste Policy Act of 1982.,"Murkowski, Frank H. [Sen.-R-AK] (Introduced 03/15/1999)",3/15/1999,Senate - Energy and Natural Resources,Committee on Energy and Natural Resources. Committee consideration and Mark Up Session held.,5/19/1999,7,,,,,
S. 547,https://www.congress.gov/bill/106th-congress/senate-bill/547,106th Congress (1999-2000),A bill to authorize the President to enter into agreements to provide regulatory credit for voluntary early action to mitigate potential environmental impacts from greenhouse gas emissions.,"Chafee, John H. [Sen.-R-RI] (Introduced 03/04/1999)",3/4/1999,Senate - Environment and Public Works,"Committee on Environment and Public Works. Hearings held in Providence, RI. With printed Hearing: S.Hrg. 106-150.",6/3/1999,12,,,,,
S. 533,https://www.congress.gov/bill/106th-congress/senate-bill/533,106th Congress (1999-2000),"A bill to amend the Solid Waste Disposal Act to authorize local governments and Governors to restrict receipt of out-of-State municipal solid waste, and for other purposes.","Robb, Charles S. [Sen.-D-VA] (Introduced 03/04/1999)",3/4/1999,Senate - Environment and Public Works,Sponsor introductory remarks on measure. (CR S10991),10/25/2000,1,,,,,
S. 522,https://www.congress.gov/bill/106th-congress/senate-bill/522,106th Congress (1999-2000),Beaches Environmental Assessment and Coastal Health Act of 2000,"Lautenberg, Frank R. [Sen.-D-NJ] (Introduced 03/03/1999)",3/3/1999,Senate - Environment and Public Works,Held at the desk.,9/22/2000,13,,,,,
S. 495,https://www.congress.gov/bill/106th-congress/senate-bill/495,106th Congress (1999-2000),A bill to amend the Clean Air Act to repeal the highway sanctions.,"Bond, Christopher S. [Sen.-R-MO] (Introduced 03/02/1999)",3/2/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/2/1999,6,,,,,
S. 493,https://www.congress.gov/bill/106th-congress/senate-bill/493,106th Congress (1999-2000),"A bill to require the Secretary of the Army, acting through the Chief of Engineers, to evaluate, develop, and implement pilot projects in Maryland, Virginia, and North Carolina to address problems associated with toxic microorganisms in tidal and non-tidal wetlands and waters.","Sarbanes, Paul S. [Sen.-D-MD] (Introduced 03/02/1999)",3/2/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,3/2/1999,3,,,,,
S. 492,https://www.congress.gov/bill/106th-congress/senate-bill/492,106th Congress (1999-2000),"A bill to amend the Federal Water Pollution Act to assist in the restoration of the Chesapeake Bay, and for other purposes..","Sarbanes, Paul S. [Sen.-D-MD] (Introduced 03/02/1999)",3/2/1999,Senate - Environment and Public Works,Sponsor introductory remarks on measure. (CR S2013),3/30/2000,4,,,,,
S. 481,https://www.congress.gov/bill/106th-congress/senate-bill/481,106th Congress (1999-2000),"A bill to increase penalties and strengthen enforcement of environmental crimes, and for other purposes.","Schumer, Charles E. [Sen.-D-NY] (Introduced 02/25/1999)",2/25/1999,Senate - Judiciary,Read twice and referred to the Committee on Judiciary.,2/25/1999,0,,,,,
S. 352,https://www.congress.gov/bill/106th-congress/senate-bill/352,106th Congress (1999-2000),A bill to amend the National Environmental Policy Act of 1969 to require that Federal agencies consult with State agencies and county and local governments on environmental impact statements.,"Thomas, Craig [Sen.-R-WY] (Introduced 02/03/1999)",2/3/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,2/3/1999,8,,,,,
S. 268,https://www.congress.gov/bill/106th-congress/senate-bill/268,106th Congress (1999-2000),A bill to specify the effective date of and require an amendment to the final rule of the Environmental Protection Agency regulating exhaust emissions from new spark-ignition gasoline marine engines.,"Feinstein, Dianne [Sen.-D-CA] (Introduced 01/20/1999)",1/20/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/20/1999,0,,,,,
S. 267,https://www.congress.gov/bill/106th-congress/senate-bill/267,106th Congress (1999-2000),A bill to amend the Solid Waste Disposal Act to direct the Administrator of the Environmental Protection Agency to give highest priority to petroleum contaminants in drinking water in issuing corrective action orders under the response program for petroleum.,"Feinstein, Dianne [Sen.-D-CA] (Introduced 01/20/1999)",1/20/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/20/1999,0,,,,,
S. 266,https://www.congress.gov/bill/106th-congress/senate-bill/266,106th Congress (1999-2000),A bill to amend the Clean Air Act to permit the exclusive application of California State regulations regarding reformulated gasoline in certain areas within the State.,"Feinstein, Dianne [Sen.-D-CA] (Introduced 01/20/1999)",1/20/1999,Senate - Environment and Public Works,Star Print ordered on the bill.,2/22/1999,0,,,,,
S. 188,https://www.congress.gov/bill/106th-congress/senate-bill/188,106th Congress (1999-2000),A bill to amend the Federal Water Pollution Control Act to authorize the use of State revolving loan funds for construction of water conservation and quality improvements.,"Wyden, Ron [Sen.-D-OR] (Introduced 01/19/1999)",1/19/1999,Senate - Environment and Public Works,Committee on Environment and Public Works. Hearings held. Hearings printed: S.Hrg. 106-590.,10/13/1999,2,,,,,
S. 172,https://www.congress.gov/bill/106th-congress/senate-bill/172,106th Congress (1999-2000),"A bill to reduce acid deposition under the Clean Air Act, and for other purposes.","Moynihan, Daniel Patrick [Sen.-D-NY] (Introduced 01/19/1999)",1/19/1999,Senate - Environment and Public Works,Sponsor introductory remarks on measure. (CR 10/6/2000 S9934),10/5/2000,11,,,,,
S. 171,https://www.congress.gov/bill/106th-congress/senate-bill/171,106th Congress (1999-2000),A bill to amend the Clean Air Act to limit the concentration of sulfur in gasoline used in motor vehicles.,"Moynihan, Daniel Patrick [Sen.-D-NY] (Introduced 01/19/1999)",1/19/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/19/1999,19,,,,,
S. 49,https://www.congress.gov/bill/106th-congress/senate-bill/49,106th Congress (1999-2000),"A bill to amend the wetlands program under the Federal Water Pollution Control Act to provide credit for the low wetlands loss rate in Alaska and recognize the significant extent of wetlands conservation in Alaska property owners, and to ease the burden on overly regulated Alaskan cities, boroughs, municipalities, and villages.","Stevens, Ted [Sen.-R-AK] (Introduced 01/19/1999)",1/19/1999,Senate - Environment and Public Works,Sponsor introductory remarks on measure. (CR S14280-14283),11/8/1999,1,,,,,
S. 20,https://www.congress.gov/bill/106th-congress/senate-bill/20,106th Congress (1999-2000),"A bill to assist the States and local governments in assessing and remediating brownfield sites and encouraging environmental cleanup programs, and for other purposes.","Lautenberg, Frank R. [Sen.-D-NJ] (Introduced 01/19/1999)",1/19/1999,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,1/19/1999,25,,,,,
S.J.Res. 50,https://www.congress.gov/bill/106th-congress/senate-joint-resolution/50,106th Congress (1999-2000),A joint resolution to disapprove a final rule promulgated by the Environmental Protection Agency concerning water pollution.,"Crapo, Mike [Sen.-R-ID] (Introduced 07/17/2000)",7/17/2000,Senate - Environment and Public Works,Read twice and referred to the Committee on Environment and Public Works.,7/17/2000,18,,,,,
H.R. 4834,https://www.congress.gov/bill/105th-congress/house-bill/4834,105th Congress (1997-1998),"To ensure salmon recovery in the Pacific Northwest, and for other purposes.","Furse, Elizabeth [Rep.-D-OR-1] (Introduced 10/14/1998)",10/14/1998,"House - Resources, Commerce","Referred to the Subcommittee on Energy and Power, for a period to be subsequently determined by the Chairman.",10/20/1998,0,,,,,
H.R. 4635,https://www.congress.gov/bill/105th-congress/house-bill/4635,105th Congress (1997-1998),"To authorize States and political subdivisions of States to control the management of municipal solid waste generated within their jurisdictions, and to exempt States and political subdivisions of States from civil liability with respect to the good faith passage, implementation, and enforcement of flow control ordinances prior to May 16, 1994.","Minge, David [Rep.-D-MN-2] (Introduced 09/25/1998)",9/25/1998,House - Commerce,Referred to the Subcommittee on Finance and Hazardous Materials.,9/30/1998,0,,,,,
H.R. 4584,https://www.congress.gov/bill/105th-congress/house-bill/4584,105th Congress (1997-1998),"To promote environmental justice, public health, and pollution reduction efforts.","Lewis, John [Rep.-D-GA-5] (Introduced 09/16/1998)",9/16/1998,"House - Commerce, Transportation and Infrastructure, Agriculture, Resources",Referred to the Subcommittee on Finance and Hazardous Materials.,9/30/1998,10,,,,,
H.R. 4475,https://www.congress.gov/bill/105th-congress/house-bill/4475,105th Congress (1997-1998),To authorize the Governors of States to limit the quantity of out-of-State municipal solid waste received for disposal at landfills and incinerators in their State.,"Klink, Ron [Rep.-D-PA-4] (Introduced 08/06/1998)",8/6/1998,House - Commerce,Referred to the Subcommittee on Finance and Hazardous Materials.,8/28/1998,4,,,,,
H.R. 4242,https://www.congress.gov/bill/105th-congress/house-bill/4242,105th Congress (1997-1998),"To amend the Federal Water Pollution Control Act to require that discharges from combined storm and sanitary sewers conform to the Combined Sewer Overflow Control Policy of the Environmental Protection Agency, and for other purposes.","Barcia, James A. [Rep.-D-MI-5] (Introduced 07/16/1998)",7/16/1998,House - Transportation and Infrastructure,Sponsor introductory remarks on measure. (CR E2014),10/10/1998,18,,,,,
H.R. 4235,https://www.congress.gov/bill/105th-congress/house-bill/4235,105th Congress (1997-1998),"To authorize appropriations for the National Oceanic and Atmospheric Administration to conduct research, monitoring, education, and management activities for the prevention, reduction, and control of harmful algal blooms, including blooms of Pfiesteria piscicida and other aquatic toxins, hypoxia, and for other purposes.","John, Christopher [Rep.-D-LA-7] (Introduced 07/16/1998)",7/16/1998,"House - Science, Resources",See H.R.2204.,10/21/1998,30,,,,,
H.R. 4227,https://www.congress.gov/bill/105th-congress/house-bill/4227,105th Congress (1997-1998),"To amend the Comprehensive Environmental Response, Compensation, and Liability Act of 1980 concerning liability for the sale of certain facilities for residential use.","Menendez, Robert [Rep.-D-NJ-13] (Introduced 07/15/1998)",7/15/1998,"House - Commerce, Transportation and Infrastructure",Referred to the Subcommittee on Water Resources and Environment.,7/27/1998,0,,,,,
H.R. 4157,https://www.congress.gov/bill/105th-congress/house-bill/4157,105th Congress (1997-1998),"To amend the Clean Air Act to modify the application of certain provisions regarding the inclusion of entire metropolitan statistical areas within nonattainment areas, and for other purposes.","Barr, Bob [Rep.-R-GA-7] (Introduced 06/25/1998)",6/25/1998,House - Commerce,Referred to the Subcommittee on Health and Environment.,7/9/1998,9,,,,,
H.R. 4136,https://www.congress.gov/bill/105th-congress/house-bill/4136,105th Congress (1997-1998),"To establish provisions regarding a proposed rulemaking under the Clean Air Act with respect to the transport, in the eastern portion of the United States, of ozone pollution and oxides of nitrogen and to amend the Clean Air Act to provide a 2-year period prior to the statutory reclassification of areas that fail to attain the national ambient air quality standard for ozone.","Wise, Robert E., Jr. [Rep.-D-WV-2] (Introduced 06/24/1998)",6/24/1998,House - Commerce,Referred to the Subcommittee on Health and Environment.,7/2/1998,15,,,,,
H.R. 4094,https://www.congress.gov/bill/105th-congress/house-bill/4094,105th Congress (1997-1998),"To provide for comprehensive brownfields assessment, cleanup, and redevelopment.","Franks, Bob [Rep.-R-NJ-7] (Introduced 06/19/1998)",6/19/1998,"House - Commerce, Ways and Means, Small Business",Referred to the Subcommittee on Finance and Hazardous Materials.,6/30/1998,1,,,,,
H.R. 4047,https://www.congress.gov/bill/105th-congress/house-bill/4047,105th Congress (1997-1998),To authorize the Administrator of the Environmental Protection Agency to make grants to the Florida Keys Aqueduct Authority and other appropriate agencies for the purpose of improving water quality throughout the marine ecosystem of the Florida Keys.,"Deutsch, Peter [Rep.-D-FL-20] (Introduced 06/11/1998)",6/11/1998,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,6/25/1998,0,,,,,
H.R. 3984,https://www.congress.gov/bill/105th-congress/house-bill/3984,105th Congress (1997-1998),"To require the Secretary of Energy to establish an Office of River Protection at the Hanford Reservation, Richland, Washington, for the management of Hanford Tank Farm operations.","Hastings, Doc [Rep.-R-WA-4] (Introduced 06/03/1998)",6/3/1998,"House - Commerce, National Security",Executive Comment Requested from DOD.,9/28/1998,0,,,,,
H.R. 3807,https://www.congress.gov/bill/105th-congress/house-bill/3807,105th Congress (1997-1998),To prohibit the use of Federal funds to implement the Kyoto Protocol to the United Nations Framework Convention on Climate Change unless or until the Senate has given its advice and consent to ratification of the Kyoto Protocol and to clarify the authority of Federal agencies with respect to the regulation of the emissions of carbon dioxide.,"Knollenberg, Joe [Rep.-R-MI-11] (Introduced 05/07/1998)",5/7/1998,House - Commerce,Referred to the Subcommittee on Health and Environment.,5/26/1998,117,,,,,
H.R. 3791,https://www.congress.gov/bill/105th-congress/house-bill/3791,105th Congress (1997-1998),"To amend the Clean Air Act to establish requirements concerning the operation of fossil fuel-fired electric utility steam generating units, commercial and industrial boiler units, solid waste incineration units, medical waste incinerators, hazardous waste combustors, chlor-alkali plants, and Portland cement plants to reduce emissions of mercury to the environment, and for other purposes.","Allen, Thomas H. [Rep.-D-ME-1] (Introduced 05/05/1998)",5/5/1998,House - Commerce,Referred to the Subcommittee on Health and Environment.,5/26/1998,8,,,,,
H.R. 3690,https://www.congress.gov/bill/105th-congress/house-bill/3690,105th Congress (1997-1998),"To establish provisions regarding a proposed rulemaking under the Clean Air Act with respect to the transport, in the eastern portion of the United States, of ozone pollution and oxides of nitrogen.","Wise, Robert E., Jr. [Rep.-D-WV-2] (Introduced 04/01/1998)",4/1/1998,House - Commerce,Referred to the Subcommittee on Health and Environment.,4/17/1998,26,,,,,
H.R. 3627,https://www.congress.gov/bill/105th-congress/house-bill/3627,105th Congress (1997-1998),"To assist local governments and local citizens' organizations in the assessment and remediation of brownfield sites, and for other purposes.","Rush, Bobby L. [Rep.-D-IL-1] (Introduced 04/01/1998)",4/1/1998,"House - Commerce, Transportation and Infrastructure, Ways and Means, Banking and Financial Services",See H.R.2727.,6/9/1998,31,,,,,
H.R. 3595,https://www.congress.gov/bill/105th-congress/house-bill/3595,105th Congress (1997-1998),"To reauthorize the Comprehensive Environmental Response, Compensation, and Liability Act of 1980.","Manton, Thomas J. [Rep.-D-NY-7] (Introduced 03/30/1998)",3/30/1998,"House - Commerce, Ways and Means, Transportation and Infrastructure",See H.R.2727.,6/9/1998,30,,,,,
H.R. 3505,https://www.congress.gov/bill/105th-congress/house-bill/3505,105th Congress (1997-1998),"To amend the Clean Air Act to provide for the implementation of the revised ozone and particulate matter standards, and for other purposes.","Dooley, Calvin M. [Rep.-D-CA-20] (Introduced 03/19/1998)",3/19/1998,House - Commerce,Referred to the Subcommittee on Health and Environment.,3/31/1998,1,,,,,
H.R. 3441,https://www.congress.gov/bill/105th-congress/house-bill/3441,105th Congress (1997-1998),"To amend the National Environmental Education Act to extend the programs under the Act, and for other purposes.","Klug, Scott L. [Rep.-R-WI-2] (Introduced 03/11/1998)",3/11/1998,House - Education and the Workforce,"Referred to the Subcommittee on Early Childhood, Youth and Families.",3/27/1998,15,,,,,
H.R. 3262,https://www.congress.gov/bill/105th-congress/house-bill/3262,105th Congress (1997-1998),"To reauthorize the Comprehensive Environmental Response, Compensation, and Liability Act of 1980.","Pallone, Frank, Jr. [Rep.-D-NJ-6] (Introduced 02/25/1998)",2/25/1998,"House - Commerce, Transportation and Infrastructure, Ways and Means",See H.R.2727.,6/9/1998,60,,,,,
H.R. 3238,https://www.congress.gov/bill/105th-congress/house-bill/3238,105th Congress (1997-1998),To amend the Federal Water Pollution Control Act to prevent lapses in National Pollutant Discharge Elimination System permits.,"Sessions, Pete [Rep.-R-TX-5] (Introduced 02/12/1998)",2/12/1998,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,2/26/1998,19,,,,,
H.R. 3232,https://www.congress.gov/bill/105th-congress/house-bill/3232,105th Congress (1997-1998),"To amend the Federal Water Pollution Control Act to control water pollution from concentrated animal feeding operations, and for other purposes.","Miller, George [Rep.-D-CA-7] (Introduced 02/12/1998)",2/12/1998,House - Transportation and Infrastructure,Referred to the Subcommittee on Water Resources and Environment.,2/26/1998,9,,,,,
H.R. 3180,https://www.congress.gov/bill/105th-congress/house-bill/3180,105th Congress (1997-1998),"To provide for innovative strategies for achieving superior environmental performance, and for other purposes.","Dooley, Calvin M. [Rep.-D-CA-20] (Introduced 02/11/1998)",2/11/1998,"House - Commerce, Transportation and Infrastructure","Referred to the Subcommittee on Health and Environment, and in addition to the Subcommittee on Finance and Hazardous Materials, for a period to be subsequently determined by the Chairman.",3/3/1998,8,,,,,
H.R. 3065,https://www.congress.gov/bill/105th-congress/house-bill/3065,105th Congress (1997-1998),To direct the Administrator of the Environmental Protection Agency to design and implement a performance-based measurement system to encourage the development of new environmental monitoring technologies.,"Lofgren, Zoe [Rep.-D-CA-16] (Introduced 11/13/1997)",11/13/1997,"House - Science, Commerce, Transportation and Infrastructure","Referred to the Subcommittee on Health and Environment, and in addition to the Subcommittee on Finance and Hazardous Materials, for a period to be subsequently determined by the Chairman.",12/9/1997,2,,,,,
H.R. 3042,https://www.congress.gov/bill/105th-congress/house-bill/3042,105th Congress (1997-1998),Environmental Policy and Conflict Resolution Act of 1997,"Kolbe, Jim [Rep.-R-AZ-5] (Introduced 11/13/1997)",11/13/1997,"House - Education and the Workforce, Resources",Became Public Law No: 105-156.,2/11/1998,1,,,,,
H.R. 3020,https://www.congress.gov/bill/105th-congress/house-bill/3020,105th Congress (1997-1998),"To establish a program, primarily through the States and municipalities, and their agents, to facilitate the environmental assessment, cleanup, and reuse of abandoned or underutilized, potentially contaminated properties not on, or proposed for inclusion on, the National Priorities List.","Stokes, Louis [Rep.-D-OH-11] (Introduced 11/09/1997)",11/9/1997,"House - Commerce, Transportation and Infrastructure, Ways and Means",Referred to the Subcommittee on Water Resources and Environment.,11/24/1997,0,,,,,
H.R. 3000,https://www.congress.gov/bill/105th-congress/house-bill/3000,105th Congress (1997-1998),"To amend the Comprehensive Environmental, Response, Compensation, and Liability Act of 1980.","Oxley, Michael G. [Rep.-R-OH-4] (Introduced 11/09/1997)",11/9/1997,"House - Commerce, Transportation and Infrastructure, Ways and Means",See H.R.2727.,6/22/1998,43,,,,,
